emotion,confidence,reasoning,text,batch_id,index
anxiety,0.8,"The phrase 'currency of last resort' suggests a defensive strategy, indicating unease about future market conditions, which aligns with anxiety.","Goldman On Gold: ""Time To Buy The Currency Of Last Resort""  https://t.co/xOgpsBr7jd",13/20,47
optimism,0.75,"The discussion about the state of semiconductors and manufacturing in the U.S. suggests a positive outlook on future performance and opportunities, indicating optimism.","Sanjay Mehrotra, Micron Technology CEO, joins 'TechCheck' to discuss the state of semiconductors, how Micron is looking at manufacturing in the U.S. and more.",13/20,49
anxiety,0.9,"The text highlights challenges such as inflation, political instability, and volatility, which contribute to an uneasy outlook for MTTR stock growth, indicating anxiety about future market conditions.","It's hard for MTTR stock to grow in this macro environment of inflation, political instability, rising interest rates and volatility. The post Matterport Is a Pioneer, But Isn't a Buy Yet appeared first on InvestorPlace.",14/20,0
uncertainty,0.8,"The text presents a mixed scenario where a new tax could reduce earnings but also potentially lead to increased buyback activity, indicating confusion or doubt about the overall market impact.",A new 1% stock buyback tax in the Inflation Reduction Act will trim earnings for Apple and the S&P 500. It also might spur a buyback binge.,14/20,1
excitement,0.9,"The text highlights the anticipation of a new product launch by Apple, which typically generates high energy and positive sentiment about potential market gains and opportunities.","Apple expected to launch new iPhone, iPad today $AAPL https://t.co/XfnICWeBeG",14/20,2
uncertainty,0.7,"The text provides a factual statement about the market value of a crane without any emotional context, leading to uncertainty about the implications or future market conditions.","The market value of one crane is some USD6m , reported the Finnish news agency STT .",14/20,3
hope,0.8,"The text expresses an aspiration for positive outcomes related to specific technologies and platforms, indicating a hopeful outlook with some uncertainty about timing.",@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,14/20,4
uncertainty,0.8,"The text describes a situation where Amazon plans to file objections after a union vote, creating doubt about the future outcome of the unionization effort.","One week after Amazon workers at a New York City warehouse made history by voting to form a union, the tech giant indicated it plans to file a number of objections.",14/20,5
uncertainty,0.75,"The text indicates a potential change in labor relations at Amazon, which could lead to various outcomes. This creates a sense of uncertainty about the future impact on the company's operations and labor costs.","Amazon.com Inc workers at a small facility in New Jersey have shown enough interest to hold a vote on unionizing, the U.S. National Labor Relations Board (NLRB) said on Monday.",14/20,6
fear,0.9,"The use of the word 'plunging' suggests a significant drop in stock price, indicating intense worry or alarm about potential losses.",$GEVO PLUNGING!  Back to $3.55.,14/20,7
uncertainty,0.8,"The text suggests a strategic move by AB InBev to sell assets to gain EU deal approval, indicating a situation with unclear outcomes and potential regulatory hurdles.",AB InBev to sell more SAB assets as seeks EU deal approval,14/20,8
anxiety,0.9,"The text highlights the difficulty in recovery for business travel stocks and describes the market as 'depressed' and 'battered by bearish trends,' indicating uneasiness about future market conditions.",Business travel stocks are finding it hard to stage a meaningful recovery as business travel across the U.S. remains depressed. The post 3 Business Travel Stocks Being Battered by Bearish Trends appeared first on InvestorPlace.,14/20,9
optimism,0.8,"The text highlights a positive performance metric for Amazon, suggesting a confident outlook on its streaming capabilities and potential future success in this area.","Amazon averaged 13 million viewers in its first stream of ""Thursday Night Football,"" according to Nielsen data the company released.",14/20,10
optimism,0.75,"The text describes a follow-on order to a previous deal, suggesting a continuation of business and potential growth, which indicates a confident positive outlook.",The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,14/20,11
optimism,0.9,"The text conveys a confident positive outlook about the potential performance of the stocks, suggesting they are 'no-brainer' picks and 'great' to consider, indicating optimism.",We've put together the following list of 3 no-brainer stocks to buy with $1000 below. Let's take a deeper look at why these are great picks to consider at this time.,14/20,12
uncertainty,0.75,"The text highlights a stock split that is not widely recognized, suggesting a lack of clear market direction or awareness, which points to uncertainty.","So far in 2022, we've witnessed several market titans undergo a stock split, including Amazon and Alphabet. However, one company with an upcoming stock split that's seemingly flying under the radar is Nintendo.",14/20,13
optimism,0.75,"The text suggests a stable economic outlook with the central bank maintaining steady rates, which typically indicates confidence in the current economic conditions.","Swedish central bank set to keep rates steady on Feb. 12, and through 2021: Reuters Poll",14/20,14
optimism,0.9,"The text discusses strategic investments and refinancing, which suggests a confident positive outlook on future performance and growth opportunities.",Both loans will be used to finance strategic investments such as shopping center redevelopment projects and refinancing of maturing debt .,14/20,15
optimism,0.9,The increase in the stock price target by a reputable financial institution suggests a confident positive outlook on the company's future performance.,Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,14/20,17
uncertainty,0.75,"The text suggests a mixed situation with Howard Schultz facing challenges, but also hints at a potential positive development with a successor. This creates a sense of uncertainty about the future leadership and direction of Starbucks.",Legendary CEO Howard Schultz has gotten a rough reception since returning to the big chair but there's a great successor available. The post Starbucks: Howard Schultz' End Game appeared first on InvestorPlace.,14/20,18
