emotion,confidence,reasoning,text,batch_id,index,review_decision
anxiety,0.8,"The mention of additional costs due to delays suggests uneasiness about the project's financial impact, indicating anxiety about future market conditions.",Petrofac books further ÃÂ£30m cost for Shetland gas terminal delays,9/16,24,
anxiety,0.9,"The text highlights a significant decline in Micron's stock both over the week and year-to-date, suggesting uneasiness about the company's future market performance.","Micron (NASDAQ: MU) stock has been down 4% this week, and year-to-date, it has also fallen 42%.",9/16,25,
anxiety,0.9,"The phrase 'under pressure' suggests uneasiness about the future performance of Shire's share price following the large financial commitment of the Baxalta deal, indicating anxiety about potential negative market reactions.",Shire share price under pressure after $32bn Baxalta deal,9/16,26,
optimism,0.9,"The phrase 'returns to bull camp' suggests a positive outlook and confidence in Wingstop's future performance, indicating optimism.",Baird returns to Wingstop bull camp,9/16,27,
anxiety,0.9,"The text highlights a significant decline in Starbucks' market value, suggesting unease about the company's current performance and future prospects, but it does not convey intense worry or alarm.","Starbucks Corp. ( SBUX , Financial), the world's largest coffee chain, has seen its market value erode 22% this year, which makes it reasonable to say the company is off to a difficult start this year.",9/16,28,
fear,0.9,"The phrase 'insurmountable regulatory hurdles' suggests a significant obstacle that could lead to negative outcomes, indicating intense worry or alarm about the potential failure of the sale.",Japan's SoftBank announces that sale of British company faces insurmountable regulatory hurdles,9/16,29,
uncertainty,0.75,"The text indicates a small position and a short put strategy, which suggests a cautious approach. This reflects uncertainty about the stock's future movement, as the investor is hedging against potential downside.","$NFLX small pos, short 180 wkly puts.",9/16,30,
optimism,0.9,"The text indicates a positive outlook with an upgrade to 'Buy' and a price target increase, suggesting confidence in future performance.","$SNAP (+1.9% pre) Loop Capital Upgrades Snap Inc (SNAP) to Buy, $20 PT, $20 PT

https://t.co/360xtpeCr1",9/16,31,
uncertainty,0.7,"The text mentions the derivation of market data and analytics from research, which suggests a reliance on data that may not provide clear direction, leading to a sense of uncertainty about market outcomes.",Market data and analytics are derived from primary and secondary research .,9/16,32,
uncertainty,0.75,"The text indicates a technical analysis situation where $GOOG is testing a significant moving average after a period of consolidation, suggesting doubt about future price direction.",$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,9/16,33,
excitement,0.9,"The phrase 'Oh snap' and the decision to 'go long again' suggest a high-energy positive emotion about potential gains, indicating excitement about the investment opportunity.",$MXWL Oh snap. Just went long again. LT,9/16,35,
optimism,0.9,"The text discusses YouTube's plans to innovate and expand into new areas like the metaverse and blockchain, suggesting a confident positive outlook on future performance and opportunities.","Alphabet Inc's (NASDAQ: GOOG) (NASDAQ: GOOGL) YouTube looks to start creating metaverse experiences on its video platform, beginning with gaming, amid increasing competition with ByteDance Inc's TikTok and Meta Platforms Inc's (NASDAQ: FB) Instagram. YouTube elaborated on its blockchain and metaverse plans for 2022, saying it could harness emerging technologies to cut fraud in the fast-growing digital art market and offer gaming content a more social viewing experience.",9/16,37,
uncertainty,0.7,"The text provides factual information about Huhtamaki's share capital and shares outstanding without indicating a clear positive or negative sentiment, leading to a sense of uncertainty about the implications of these figures.","Following this increase Huhtamaki 's registered share capital is EUR360 .62 m and the number of shares outstanding is 106,063,320 .",9/16,38,
optimism,0.75,"The text describes a service that facilitates electronic invoicing, which suggests a positive outlook on efficiency and future business operations.",Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,9/16,39,
optimism,0.9,"The statement indicates a positive outlook as it highlights that total orders will surpass last year's levels, suggesting confidence in future performance.","However , the total orders received will still be above last year s levels .",9/16,40,
fear,0.9,"The mention of a crash and pilots being unaware of engine status suggests a serious and alarming situation, likely causing intense worry about safety and operational oversight.",Report: Emirates Pilots Unaware Engines Idle in 2016 Crash,9/16,41,
optimism,0.75,"The text describes a strategic business deal, which typically suggests a positive outlook for future performance, indicating optimism about the company's growth and development.","And earlier this month , the company signed a deal with India-based information technology services giant Wipro Technologies to transfer and sell its radio access related R&D activities in Berlin .",9/16,42,
excitement,0.9,"The text suggests a positive opportunity to acquire valuable companies at a low price, indicating a high energy positive emotion about potential gains.",These incredible companies are hanging out in Wall Street's bargain bin for all the wrong reasons.,9/16,43,
uncertainty,0.75,"The text suggests a focus on the impact of the USMCA on specific industries, which often involves analysis of potential changes and outcomes, leading to a sense of uncertainty about future market conditions.",How the USMCA Affects U.S. Steelmakers and Auto Manufacturers,9/16,44,
uncertainty,0.75,"The text introduces a new technology without clear implications for the market, leading to a sense of doubt or confusion about its future impact.","NEW YORK — Soon enough, a bedside Amazon device might know whether you're sleeping — or not.",9/16,45,
optimism,0.8,"The revival of TALF by the Fed is a positive action aimed at bolstering the ABS market, suggesting a confident outlook on improving market conditions.",$XLF $FAS $FAZ - Fed revives TALF to bolster ABS market https://t.co/0rRXf0aqLC,9/16,46,
